Camera,Image,Corner,xProjected,yProjected,xOriginal,yOriginal,deltaX,deltaY,RMS error
Camera L,4_L,35,703.3341,776.28,703.3444,776.32733,-0.010314941,-0.047302246,0.04841384617780391
Camera L,4_L,36,990.9526,439.14313,990.90356,439.18375,0.04901123,-0.040618896,0.06365528621936516
Camera L,4_L,37,955.6002,470.5737,955.6126,470.52585,-0.012390137,0.047851562,0.049429621904286535
Camera L,4_L,38,918.6384,503.4249,918.6244,503.414,0.014038086,0.010894775,0.01776974922729084
Camera L,4_L,39,879.91974,537.8261,879.9772,537.7906,-0.057434082,0.03552246,0.06753161489131271
Camera L,4_L,40,839.27515,573.92584,839.28235,573.8832,-0.0072021484,0.042663574,0.043267210532163654
Camera L,4_L,41,796.5135,611.89294,796.5481,611.86847,-0.034606934,0.024475098,0.04238714732138973
Camera L,4_L,42,751.42084,651.91675,751.42303,651.9153,-0.0021972656,0.0014648438,0.0026407846255839767
Camera L,4_L,43,703.763,694.2055,703.73553,694.2393,0.02746582,-0.033813477,0.043562856686416636
Camera L,4_L,44,653.2907,738.9821,653.33435,739.0589,-0.043640137,-0.07678223,0.08831744928793105
Camera L,4_L,45,945.81775,414.9178,945.759,414.82556,0.058776855,0.09222412,0.10936181806420828
Camera L,4_L,46,910.1038,445.2562,910.0634,445.24402,0.040405273,0.012176514,0.042200161217233544
Camera L,4_L,47,872.77264,476.94022,872.7762,476.9282,-0.003540039,0.012023926,0.012534219870300437
Camera L,4_L,48,833.6772,510.09042,833.6302,510.11795,0.04699707,-0.027526855,0.0544651483974433
Camera L,4_L,49,792.6507,544.84467,792.64844,544.8757,0.0022583008,-0.03100586,0.031087991861824555
Camera L,4_L,50,749.5059,581.3591,749.5342,581.4335,-0.028259277,-0.074401855,0.07958783106219032
Camera L,4_L,51,704.03613,619.808,703.9686,619.8597,0.06750488,-0.051696777,0.08502626647841607
Camera L,4_L,52,656.01776,660.3823,655.97534,660.4505,0.042419434,-0.06817627,0.08029577867865915
Camera L,4_L,53,605.21643,703.2855,605.31506,703.33057,-0.09863281,-0.045043945,0.10843149316953837
Camera L,11_L,0,1151.122,466.13525,1151.1368,466.16962,-0.014892578,-0.034362793,0.03745117386441182
Camera L,11_L,1,1202.1788,476.6343,1202.2006,476.556,-0.021728516,0.078308105,0.08126676918255545
Camera L,11_L,2,1254.7737,487.43088,1254.7675,487.47153,0.006225586,-0.040649414,0.04112338487879823
Camera L,11_L,3,1308.9838,498.5463,1308.9126,498.579,0.07116699,-0.032714844,0.0783262521674732
Camera L,11_L,4,1364.8738,510.00125,1364.8651,510.01535,0.008666992,-0.014099121,0.016549983963569638
Camera L,11_L,5,1422.4897,521.81464,1422.5088,521.7465,-0.019042969,0.068115234,0.0707270797698778
Camera L,11_L,6,1481.8512,534.00226,1481.791,533.94354,0.060180664,0.05871582,0.08407889082268669
Camera L,11_L,7,1542.945,546.5754,1542.9692,546.5342,-0.024291992,0.04119873,0.04782714999531407
Camera L,11_L,8,1605.7178,559.53906,1605.7256,559.58636,-0.0078125,-0.047302246,0.047943066670413224
Camera L,11_L,9,1137.7499,515.28564,1137.6879,515.28864,0.06201172,-0.0029907227,0.06208379566630659
Camera L,11_L,10,1188.8485,526.53625,1188.8961,526.55756,-0.047607422,-0.02130127,0.05215563920830794
Camera L,11_L,11,1241.4955,538.1176,1241.4994,538.15106,-0.00390625,-0.033447266,0.03367459527376397
Camera L,11_L,12,1295.7714,550.0506,1295.7356,550.12054,0.0357666,-0.06994629,0.07856037895113181
Camera L,11_L,13,1351.7444,562.35443,1351.7776,562.3035,-0.033203125,0.05090332,0.06077495807158241
Camera L,11_L,14,1409.4637,575.0453,1409.489,575.1137,-0.025268555,-0.06842041,0.07293731817077356
Camera L,11_L,15,1468.953,588.13513,1468.9158,588.1703,0.037231445,-0.03515625,0.05120685924873911
Camera L,11_L,16,1530.2017,601.6295,1530.3109,601.643,-0.10925293,-0.0134887695,0.11008246703616792
Camera L,11_L,17,1593.1588,615.5265,1593.2266,615.58203,-0.06774902,-0.055541992,0.08760618170478174
Camera L,11_L,18,1124.3125,564.88416,1124.2979,564.8616,0.0146484375,0.022583008,0.026917818690429623
Camera L,11_L,19,1175.4633,576.904,1175.447,576.8199,0.016235352,0.084106445,0.08565909632644116
Camera L,11_L,20,1228.1707,589.28937,1228.2288,589.3613,-0.05810547,-0.07196045,0.09249081981700413
Camera L,11_L,21,1282.5177,602.06055,1282.495,602.07556,0.022705078,-0.015014648,0.027220584864474803
Camera L,11_L,22,1338.5753,615.235,1338.5745,615.2975,0.0008544922,-0.0625,0.0625058409822514
Camera L,11_L,23,1396.3953,628.8262,1396.4369,628.83105,-0.041625977,-0.0048828125,0.04191138010960693
Camera L,11_L,24,1456.0035,642.8415,1455.9667,642.8169,0.036865234,0.024597168,0.044317786244425415
Camera L,11_L,25,1517.3917,657.2807,1517.4612,657.2914,-0.06945801,-0.010681152,0.07027447520025822
Camera L,11_L,26,1580.5105,672.1341,1580.4952,672.15045,0.015258789,-0.016357422,0.022369530483463396
Camera L,11_L,27,1110.7998,614.9805,1110.6873,615.0696,0.11254883,-0.08905029,0.1435172233222584
Camera L,11_L,28,1162.0143,627.7872,1162.0143,627.74634,0.0,0.04083252,0.04083251953125
Camera L,11_L,29,1214.7919,640.99493,1214.7784,641.02,0.013427734,-0.02508545,0.028453186340936257
Camera L,11_L,30,1269.2172,654.6232,1269.2666,654.5671,-0.049438477,0.056152344,0.07481476240314491
Camera L,11_L,31,1325.3625,668.68774,1325.4028,668.66565,-0.040283203,0.022094727,0.04594467755770686
Camera L,11_L,32,1383.2815,683.1985,1383.2483,683.2165,0.033203125,-0.018005371,0.03777090014798791
Camera L,11_L,33,1443.0012,698.15826,1443.1057,698.1515,-0.10449219,0.0067749023,0.10471158746911684
Camera L,11_L,34,1504.5148,713.5603,1504.5187,713.54645,-0.00390625,0.0138549805,0.014395112811365667
Camera L,11_L,35,1567.7732,729.38666,1567.7216,729.37085,0.051635742,0.015808105,0.05400135248088784
Camera L,11_L,36,1097.1989,665.6278,1097.3071,665.6385,-0.10827637,-0.010681152,0.10880192418662789
Camera L,11_L,37,1148.4895,679.2385,1148.4684,679.2929,0.021118164,-0.054382324,0.05833878676150121
Camera L,11_L,38,1201.3479,693.28595,1201.3102,693.2965,0.037719727,-0.010559082,0.03916978408534357
Camera L,11_L,39,1255.8591,707.7885,1255.9171,707.7219,-0.0579834,0.066589355,0.0882961876646179
Camera L,11_L,40,1312.0963,722.7595,1312.0245,722.6891,0.071777344,0.07043457,0.10056349124265809
Camera L,11_L,41,1370.1135,738.2054,1370.1814,738.1504,-0.067871094,0.054992676,0.08735376211934417
Camera L,11_L,42,1429.9382,754.1235,1429.9417,754.1399,-0.0034179688,-0.016418457,0.016770457407685072
Camera L,11_L,43,1491.5634,770.50006,1491.5856,770.5114,-0.022216797,-0.011352539,0.02494927266576319
Camera L,11_L,44,1554.9398,787.30835,1554.8723,787.25366,0.06750488,0.0546875,0.08687710780049804
Camera L,11_L,45,1083.4943,716.8791,1083.4723,716.89575,0.021972656,-0.016662598,0.02757607265973043
Camera L,11_L,46,1134.8735,731.3106,1134.7837,731.31165,0.08984375,-0.0010375977,0.08984974136278165
Camera L,11_L,47,1187.8232,746.21375,1187.8682,746.26575,-0.044921875,-0.052001953,0.06871810520037876
Camera L,11_L,48,1242.4285,761.6054,1242.4546,761.55133,-0.026123047,0.05407715,0.06005623665502906
Camera L,11_L,49,1298.7617,777.4961,1298.7585,777.503,0.0031738281,-0.0068969727,0.007592194464586718
Camera L,11_L,50,1356.8766,793.888,1356.775,793.8517,0.1015625,0.036315918,0.10786003571371085
Camera L,11_L,51,1416.7996,810.77264,1416.8019,810.789,-0.002319336,-0.016357422,0.01652103415612072
Camera L,11_L,52,1478.5226,828.12854,1478.4697,828.0926,0.052856445,0.035949707,0.06392327625134689
Camera L,11_L,53,1541.9951,845.9195,1541.9791,845.911,0.015991211,0.008483887,0.018102352363828362
Camera R,3_R,0,869.55817,327.20306,869.6067,327.3172,-0.04852295,-0.11413574,0.1240219506602636
Camera R,3_R,1,909.9734,351.97467,909.90326,351.96945,0.070129395,0.005218506,0.07032328761316588
Camera R,3_R,2,951.77386,377.5842,951.78925,377.56024,-0.015380859,0.023956299,0.02846884417492127
Camera R,3_R,3,995.0408,404.0778,995.0384,404.11777,0.002380371,-0.039978027,0.04004883065510881
Camera R,3_R,4,1039.8649,431.50778,1039.8428,431.53726,0.022094727,-0.02947998,0.036840822334870925
Camera R,3_R,5,1086.3466,459.93326,1086.3566,459.96756,-0.010009766,-0.034301758,0.035732422208616596
Camera R,3_R,6,1134.5958,489.41986,1134.6016,489.45767,-0.0057373047,-0.03781128,0.0382440780663294
Camera R,3_R,7,1184.7296,520.0394,1184.6959,520.0577,0.033691406,-0.018249512,0.038316517757689475
Camera R,3_R,8,1236.8701,551.869,1236.8197,551.8243,0.05041504,0.04473877,0.06740351372772568
Camera R,3_R,9,830.0724,353.97183,830.0537,353.98944,0.018676758,-0.017608643,0.025668766542842225
Camera R,3_R,10,870.6424,379.7178,870.6654,379.7061,-0.023010254,0.01171875,0.02582248799772387
Camera R,3_R,11,912.62695,406.35382,912.6045,406.34015,0.022460938,0.013671875,0.026294750034836445
Camera R,3_R,12,956.1091,433.92978,956.1674,433.92966,-0.05834961,0.00012207031,0.05834973706347169
Camera R,3_R,13,1001.18225,462.50262,1001.2163,462.48044,-0.034057617,0.02218628,0.04064667609447591
Camera R,3_R,14,1047.9514,492.13657,1047.9485,492.1964,0.0029296875,-0.05984497,0.059916638651592816
Camera R,3_R,15,1096.5319,522.9034,1096.535,522.87286,-0.0031738281,0.030517578,0.030682173319087413
Camera R,3_R,16,1147.0486,554.88184,1147.0801,554.85284,-0.03149414,0.0289917,0.042806535917985056
Camera R,3_R,17,1199.6333,588.15643,1199.6259,588.19336,0.007446289,-0.03692627,0.037669571304925
Camera R,3_R,18,788.94684,381.83264,788.97736,381.87003,-0.030517578,-0.037384033,0.048258558962611296
Camera R,3_R,19,829.6543,408.61206,829.616,408.56155,0.038269043,0.05050659,0.06336746377029931
Camera R,3_R,20,871.80743,436.33838,871.78357,436.34048,0.023864746,-0.002105713,0.023957465076608172
Camera R,3_R,21,915.49066,465.06583,915.4997,464.9701,-0.009033203,0.09573364,0.09615887416132583
Camera R,3_R,22,960.80005,494.85635,960.8234,494.7825,-0.023376465,0.07385254,0.07746390536610692
Camera R,3_R,23,1007.8441,525.78,1007.84015,525.72345,0.003967285,0.05657959,0.056718509663054265
Camera R,3_R,24,1056.7437,557.9154,1056.7589,557.88885,-0.015258789,0.026550293,0.03062268277568648
Camera R,3_R,25,1107.6309,591.3488,1107.6118,591.362,0.019042969,-0.013183594,0.02316121333131137
Camera R,3_R,26,1160.6469,626.1731,1160.6307,626.2337,0.016113281,-0.06060791,0.06271328891191781
Camera R,3_R,27,746.0683,410.86133,745.9869,410.80453,0.0814209,0.056793213,0.09927150514024427
Camera R,3_R,28,786.8911,438.73886,786.92737,438.70477,-0.036254883,0.034088135,0.04976361582067283
Camera R,3_R,29,829.1932,467.62555,829.19934,467.58435,-0.006164551,0.04119873,0.041657377240667946
Camera R,3_R,30,873.0601,497.58038,873.07416,497.54312,-0.014038086,0.037261963,0.03981861041336011
Camera R,3_R,31,918.58997,528.6709,918.5673,528.6089,0.022644043,0.06201172,0.06601670958401136
Camera R,3_R,32,965.89453,560.97363,965.88245,560.9311,0.012084961,0.042541504,0.04422471973304506
Camera R,3_R,33,1015.09937,594.57465,1015.117,594.55383,-0.01763916,0.020812988,0.027282236935656273
Camera R,3_R,34,1066.3435,629.5686,1066.4183,629.5611,-0.0748291,0.007507324,0.07520474956793866
Camera R,3_R,35,1119.7769,666.05743,1119.7515,666.0634,0.025390625,-0.0059814453,0.02608565747526892
Camera R,3_R,36,701.3149,441.14148,701.3769,441.2473,-0.06201172,-0.10583496,0.12266414398254794
Camera R,3_R,37,742.22473,470.18845,742.20483,470.20636,0.019897461,-0.017913818,0.02677337931550702
Camera R,3_R,38,784.65045,500.31284,784.6665,500.3216,-0.016052246,-0.008758545,0.018286243840734885
Camera R,3_R,39,828.67865,531.5789,828.6502,531.5617,0.028442383,0.017211914,0.033244836076414645
Camera R,3_R,40,874.4091,564.06036,874.42017,564.042,-0.011047363,0.018371582,0.021437333364923414
Camera R,3_R,41,921.95624,597.8409,921.94684,597.77844,0.009399414,0.062438965,0.06314248423587221
Camera R,3_R,42,971.44995,633.0147,971.5034,633.03845,-0.053466797,-0.023742676,0.05850139332807438
Camera R,3_R,43,1023.03534,669.68567,1023.04504,669.6523,-0.00970459,0.03338623,0.03476808089250694
Camera R,3_R,44,1076.871,707.96564,1076.8586,708.0108,0.012329102,-0.045166016,0.04681854026746438
Camera R,3_R,45,654.55774,472.76453,654.49243,472.7567,0.06530762,0.0078125,0.0657732469850702
Camera R,3_R,46,695.518,503.05988,695.5375,503.13156,-0.019470215,-0.07168579,0.07428285064264595
Camera R,3_R,47,738.03455,534.5076,738.04443,534.5001,-0.009887695,0.007507324,0.012414766833020457
Camera R,3_R,48,782.1947,567.178,782.2465,567.2226,-0.051818848,-0.0446167,0.06838013470005783
Camera R,3_R,49,828.09973,601.15125,828.0778,601.1671,0.021911621,-0.01586914,0.027054551615802013
Camera R,3_R,50,875.8663,636.5191,875.85516,636.51514,0.011108398,0.003967285,0.011795586774605748
Camera R,3_R,51,925.6281,673.3845,925.6312,673.4111,-0.003112793,-0.026550293,0.026732144261034412
Camera R,3_R,52,977.53577,711.8613,977.5165,711.84937,0.01928711,0.011962891,0.022695888177133007
Camera R,3_R,53,1031.7556,752.07184,1031.7247,752.14874,0.030883789,-0.0769043,0.08287387588797286
Camera R,6_R,0,901.88794,118.980515,901.9453,119.01366,-0.057373047,-0.03314209,0.06625756279046298
Camera R,6_R,1,954.0866,144.90541,954.2319,144.9039,-0.14526367,0.0015106201,0.14527152625255274
Camera R,6_R,2,1008.47705,171.90915,1008.4969,171.88275,-0.019836426,0.026397705,0.03302003363363984
Camera R,6_R,3,1065.2067,200.05122,1065.303,200.06006,-0.09631348,-0.008834839,0.0967178377827193
Camera R,6_R,4,1124.443,229.40265,1124.4568,229.41956,-0.013793945,-0.016906738,0.021819961654295474
Camera R,6_R,5,1186.3741,260.04822,1186.4476,260.11914,-0.07348633,-0.07092285,0.10212879757958367
Camera R,6_R,6,1251.2056,292.0879,1251.2034,292.056,0.0021972656,0.03189087,0.03196647479424772
Camera R,6_R,7,1319.154,325.63718,1319.2416,325.64258,-0.087524414,-0.0054016113,0.08769093717097609
Camera R,6_R,8,1390.4379,360.8254,1390.3794,360.8138,0.05847168,0.01159668,0.059610572092977564
Camera R,6_R,9,872.73834,182.94652,872.7792,182.92813,-0.04083252,0.01838684,0.044781364054943915
Camera R,6_R,10,923.7618,209.90385,923.7033,209.82721,0.05847168,0.0766449,0.0964021661181699
Camera R,6_R,11,976.8936,237.96143,976.8953,237.99426,-0.0017089844,-0.032836914,0.03288135570109609
Camera R,6_R,12,1032.2759,267.1819,1032.2395,267.18677,0.036376953,-0.0048828125,0.03670319572692007
Camera R,6_R,13,1090.0712,297.63983,1090.0568,297.72113,0.014404297,-0.08129883,0.08256502421099036
Camera R,6_R,14,1150.4634,329.42377,1150.3868,329.4153,0.076538086,0.008453369,0.07700349374413999
Camera R,6_R,15,1213.6554,362.63715,1213.6287,362.6565,0.026733398,-0.019348145,0.033000383161719
Camera R,6_R,16,1279.8636,397.39825,1279.7876,397.40234,0.076049805,-0.0040893555,0.07615967188188702
Camera R,6_R,17,1349.3086,433.8379,1349.3833,433.82324,-0.07470703,0.0146484375,0.076129608165154
Camera R,6_R,18,844.23486,245.52219,844.23157,245.49918,0.0032958984,0.023010254,0.023245101233171868
Camera R,6_R,19,894.1246,273.4453,894.11163,273.46646,0.012939453,-0.021148682,0.024793067222725413
Camera R,6_R,20,946.04407,302.49048,945.95514,302.49637,0.08892822,-0.0058898926,0.08912305885337098
Camera R,6_R,21,1000.1297,332.72415,1000.0498,332.7449,0.07989502,-0.020751953,0.08254609442245597
Camera R,6_R,22,1056.5385,364.22504,1056.4692,364.23837,0.06921387,-0.013336182,0.07048697150396399
Camera R,6_R,23,1115.449,397.08572,1115.4431,397.14517,0.005859375,-0.059448242,0.05973630198274982
Camera R,6_R,24,1177.0593,431.41345,1176.9717,431.38605,0.087646484,0.027404785,0.09183097774039728
Camera R,6_R,25,1241.5826,467.32916,1241.6117,467.37463,-0.029052734,-0.04547119,0.053960083604161796
Camera R,6_R,26,1309.2384,504.96478,1309.2147,504.92288,0.02368164,0.041900635,0.04812985867893186
Camera R,6_R,27,816.348,306.73267,816.3837,306.70325,-0.035705566,0.029418945,0.046264044523701066
Camera R,6_R,28,865.14465,335.56235,865.0951,335.51266,0.049560547,0.049682617,0.07017556738031223
Camera R,6_R,29,915.8978,365.5365,915.7962,365.54105,0.101623535,-0.004547119,0.10172521413166265
Camera R,6_R,30,968.7381,396.72565,968.6396,396.6881,0.09851074,0.03753662,0.10541994237082399
Camera R,6_R,31,1023.8164,429.2128,1023.7503,429.21027,0.066101074,0.002532959,0.06614958725562256
Camera R,6_R,32,1081.3049,463.09467,1081.231,463.06125,0.07397461,0.033416748,0.0811721743099947
Camera R,6_R,33,1141.3956,498.48187,1141.3842,498.5174,0.011474609,-0.03552246,0.0373297721847462
Camera R,6_R,34,1204.296,535.49756,1204.2955,535.46155,0.00048828125,0.036010742,0.0360140524167122
Camera R,6_R,35,1270.2212,574.2739,1270.2968,574.29803,-0.07556152,-0.024108887,0.07931445166559106
Camera R,6_R,36,789.04565,366.621,789.0632,366.60645,-0.01751709,0.014556885,0.02277611315992469
Camera R,6_R,37,836.788,396.30624,836.7685,396.34464,0.01953125,-0.038391113,0.04307374264602822
Camera R,6_R,38,886.4191,427.15897,886.39154,427.17294,0.02758789,-0.013977051,0.03092652029696526
Camera R,6_R,39,938.0638,459.2538,938.0869,459.29083,-0.023132324,-0.037017822,0.04365115793482196
Camera R,6_R,40,991.8666,492.67786,991.7845,492.61688,0.082092285,0.06097412,0.10225940898191399
Camera R,6_R,41,1047.9926,527.5315,1048.0205,527.565,-0.027954102,-0.0335083,0.04363757572795817
Camera R,6_R,42,1106.6266,563.928,1106.5752,563.84247,0.0513916,0.085510254,0.09976522557620013
Camera R,6_R,43,1167.9685,601.99176,1167.9977,601.99756,-0.029174805,-0.00579834,0.02974541937000369
Camera R,6_R,44,1232.2266,641.85394,1232.293,641.825,-0.06640625,0.028930664,0.07243461439228989
Camera R,6_R,45,762.29614,425.24133,762.3784,425.26212,-0.08227539,-0.02078247,0.08485959575099676
Camera R,6_R,46,809.02045,455.73904,809.06537,455.65924,-0.044921875,0.07980347,0.09157820792260327
Camera R,6_R,47,857.57086,487.42776,857.60315,487.44147,-0.032287598,-0.013702393,0.03507484176410402
Camera R,6_R,48,908.0667,520.3859,908.11176,520.3776,-0.045043945,0.008300781,0.045802401450970254
Camera R,6_R,49,960.64606,554.70404,960.65594,554.7458,-0.009887695,-0.041748047,0.0429029828388427
Camera R,6_R,50,1015.4668,590.4854,1015.4686,590.50366,-0.0018310547,-0.018249512,0.01834114061996716
Camera R,6_R,51,1072.7052,627.845,1072.7511,627.8686,-0.045898438,-0.023620605,0.05161975946913884
Camera R,6_R,52,1132.5525,666.9068,1132.5852,666.88983,-0.032714844,0.016967773,0.03685330835913168
Camera R,6_R,53,1195.208,707.79956,1195.2948,707.8026,-0.08679199,-0.0030517578,0.08684562817794121
Camera R,7_R,0,276.78055,330.006,276.76306,329.99728,0.017486572,0.008728027,0.019543762967099584
Camera R,7_R,1,360.42944,307.3721,360.44766,307.4214,-0.018218994,-0.04928589,0.05254550951006741
Camera R,7_R,2,441.5171,285.59998,441.4675,285.5691,0.049591064,0.030883789,0.058421589335202036
Camera R,7_R,3,520.0271,264.6447,520.0761,264.62564,-0.04901123,0.019073486,0.05259181108090973
Camera R,7_R,4,595.9761,244.45082,595.9253,244.4199,0.05078125,0.030914307,0.05945106985272083
Camera R,7_R,5,669.41907,224.95967,669.4149,225.02551,0.0041503906,-0.065841675,0.06597235696430974
Camera R,7_R,6,740.44324,206.11511,740.4109,206.0657,0.032348633,0.04940796,0.05905574024461664
Camera R,7_R,7,809.1562,187.8674,809.18146,187.83876,-0.025268555,0.028640747,0.0381941389317889
Camera R,7_R,8,875.6749,170.1752,875.59015,170.10966,0.08477783,0.0655365,0.10715555752348015
Camera R,7_R,9,306.1632,408.6684,306.23422,408.66525,-0.071014404,0.0031433105,0.0710839364331641
Camera R,7_R,10,388.71,384.95465,388.64062,384.9037,0.069366455,0.050964355,0.08607595842307329
Camera R,7_R,11,468.70416,362.11032,468.73752,362.21732,-0.033355713,-0.10699463,0.11207343216493351
Camera R,7_R,12,546.12555,340.09433,546.0901,340.02478,0.035461426,0.06954956,0.07806826558021213
Camera R,7_R,13,620.9965,318.85556,621.0085,318.8705,-0.011962891,-0.014953613,0.019149968727673924
Camera R,7_R,14,693.38153,298.339,693.3802,298.34296,0.0013427734,-0.003967285,0.004188363882885196
Camera R,7_R,15,763.3769,278.4907,763.408,278.5235,-0.03112793,-0.032806396,0.045223972148849954
Camera R,7_R,16,831.0982,259.26166,831.13715,259.25034,-0.03894043,0.0113220215,0.040552992919632706
Camera R,7_R,17,896.66864,240.61002,896.62555,240.63179,0.04309082,-0.021774292,0.04827979481071976
Camera R,7_R,18,335.17276,485.91574,335.1131,485.81833,0.059661865,0.09741211,0.1142307192314383
Camera R,7_R,19,416.59497,461.13116,416.60037,461.22018,-0.0054016113,-0.089019775,0.08918350640974738
Camera R,7_R,20,495.47565,437.2225,495.46414,437.22946,0.011505127,-0.006958008,0.013445512966277426
Camera R,7_R,21,571.7968,414.15594,571.81647,414.2507,-0.01965332,-0.09475708,0.09677374243170468
Camera R,7_R,22,645.58795,391.88672,645.60034,391.84775,-0.012390137,0.038970947,0.040893156135097246
Camera R,7_R,23,716.9218,370.36438,716.98804,370.42688,-0.066223145,-0.0625,0.09105907352706169
Camera R,7_R,24,785.90204,349.5375,785.85834,349.5204,0.043701172,0.017120361,0.04693505294823741
Camera R,7_R,25,852.64984,329.3577,852.6731,329.41312,-0.023254395,-0.055419922,0.06010103664368971
Camera R,7_R,26,917.29224,309.78204,917.315,309.73547,-0.022766113,0.046569824,0.051836709402700146
Camera R,7_R,27,363.757,561.734,363.75305,561.7398,0.0039367676,-0.00579834,0.007008486563288465
Camera R,7_R,28,444.03326,535.8938,444.0119,535.79926,0.021362305,0.09454346,0.09692684524413966
Camera R,7_R,29,521.78735,510.9358,521.76434,511.01096,0.023010254,-0.075164795,0.0786080032851466
Camera R,7_R,30,597.00586,486.8353,596.9559,486.73398,0.049987793,0.10131836,0.11297871212015237
Camera R,7_R,31,669.72516,463.5551,669.75714,463.61243,-0.031982422,-0.05731201,0.06563186723109907
Camera R,7_R,32,740.024,441.04993,740.0704,441.07523,-0.04638672,-0.025299072,0.052837209747420594
Camera R,7_R,33,808.01086,419.2711,808.1015,419.33456,-0.09063721,-0.06347656,0.11065431435439868
Camera R,7_R,34,873.8101,398.17075,873.7939,398.15707,0.016235352,0.013671875,0.02122514561489735
Camera R,7_R,35,937.55054,377.7049,937.5299,377.67233,0.020629883,0.032562256,0.038547277095910215
Camera R,7_R,36,391.87766,636.1314,391.816,636.00946,0.061645508,0.12194824,0.13664385242696486
Camera R,7_R,37,470.9923,609.2603,471.03943,609.3182,-0.04711914,-0.057861328,0.07462001544912358
Camera R,7_R,38,547.61475,583.27686,547.6184,583.2461,-0.0036621094,0.030761719,0.030978934544760646
Camera R,7_R,39,621.7368,558.1664,621.75415,558.23944,-0.017333984,-0.07305908,0.0750872591160555
Camera R,7_R,40,693.3999,533.89996,693.3905,533.83405,0.009399414,0.06591797,0.0665847399097143
Camera R,7_R,41,762.68665,510.43774,762.7076,510.4451,-0.020935059,-0.0073547363,0.022189385407892382
Camera R,7_R,42,829.7076,487.73428,829.6763,487.6971,0.031311035,0.03717041,0.04860062050776488
Camera R,7_R,43,894.5878,465.74258,894.574,465.77383,0.0138549805,-0.03125,0.03418366545280719
Camera R,7_R,44,957.45575,444.41757,957.4226,444.37958,0.03314209,0.037994385,0.050417966965453434
Camera R,7_R,45,419.51428,709.132,419.52264,709.13007,-0.008361816,0.001953125,0.0085868894762572
Camera R,7_R,46,497.45886,681.2657,497.50873,681.1964,-0.049865723,0.0692749,0.08535574023325053
Camera R,7_R,47,572.9521,654.29,573.03265,654.3638,-0.080566406,-0.073791504,0.10925260575741957
Camera R,7_R,48,645.9905,628.2009,645.9878,628.1667,0.0026855469,0.034240723,0.03434587675456916
Camera R,7_R,49,716.6185,602.9778,716.6317,603.0403,-0.013183594,-0.0625,0.06387532500242202
Camera R,7_R,50,784.92017,578.5871,784.8831,578.57214,0.03704834,0.014953613,0.03995234705675212
Camera R,7_R,51,851.0056,554.98694,850.9958,555.07007,0.00982666,-0.08312988,0.08370866541909752
Camera R,7_R,52,914.99835,532.1316,915.0041,532.1053,-0.0057373047,0.026306152,0.02692453000907895
Camera R,7_R,53,977.0245,509.97546,977.0174,510.01706,0.007080078,-0.04159546,0.04219371652719071
Camera R,2_R,0,1267.421,319.2309,1267.4165,319.3002,0.0045166016,-0.06930542,0.06945243638794686
Camera R,2_R,1,1276.31,355.32407,1276.3116,355.35855,-0.0015869141,-0.034484863,0.03452135703833592
Camera R,2_R,2,1285.6868,393.3536,1285.695,393.32278,-0.008178711,0.030822754,0.03188939433360928
Camera R,2_R,3,1295.5948,433.4823,1295.599,433.53714,-0.0041503906,-0.054840088,0.054996917933567535
Camera R,2_R,4,1306.0829,475.8932,1306.0952,475.90384,-0.012329102,-0.010650635,0.016292414377531032
Camera R,2_R,5,1317.2051,520.7925,1317.1282,520.79663,0.0769043,-0.0041503906,0.07701621011305491
Camera R,2_R,6,1329.0208,568.41266,1329.0724,568.44684,-0.051635742,-0.034179688,0.06192334704173882
Camera R,2_R,7,1341.5952,619.0157,1341.5598,619.0339,0.03540039,-0.018188477,0.03979960220991159
Camera R,2_R,8,1354.9987,672.89606,1355.0234,672.90466,-0.024780273,-0.008605957,0.026232126258864136
Camera R,2_R,9,1212.9482,319.20966,1212.9413,319.2677,0.006958008,-0.058044434,0.05845998754650966
Camera R,2_R,10,1220.4084,355.33658,1220.4326,355.3309,-0.024169922,0.0056762695,0.024827508115697006
Camera R,2_R,11,1228.2787,393.40002,1228.2755,393.37155,0.0031738281,0.0284729,0.028649245044529432
Camera R,2_R,12,1236.5963,433.56305,1236.5685,433.5379,0.027832031,0.025146484,0.037509567311861856
Camera R,2_R,13,1245.403,476.00912,1245.3774,475.96063,0.025512695,0.04849243,0.05479428390379008
Camera R,2_R,14,1254.7452,520.94556,1254.7018,520.9093,0.04345703,0.036254883,0.0565944351753031
Camera R,2_R,15,1264.6747,568.6069,1264.6451,568.58386,0.029541016,0.023010254,0.03744520515348511
Camera R,2_R,16,1275.2484,619.258,1275.2887,619.3024,-0.040283203,-0.044433594,0.05997566762904811
Camera R,2_R,17,1286.5284,673.19836,1286.5183,673.2587,0.010131836,-0.06036377,0.06120815935384989
Camera R,2_R,18,1158.3999,319.1846,1158.3999,319.22092,0.0,-0.036315918,0.03631591796875
Camera R,2_R,19,1164.4314,355.34564,1164.4303,355.31583,0.0010986328,0.029815674,0.029835907894378542
Camera R,2_R,20,1170.7947,393.44376,1170.7516,393.39514,0.04309082,0.048614502,0.06496297865211044
Camera R,2_R,21,1177.5204,433.64203,1177.5103,433.54742,0.010131836,0.09460449,0.09514548881328617
Camera R,2_R,22,1184.6426,476.12436,1184.6116,476.14694,0.03100586,-0.022583008,0.0383582527944341
