Camera,Image,Corner,xProjected,yProjected,xOriginal,yOriginal,deltaX,deltaY,RMS error
Camera R,16_R,32,1201.4255,557.4286,1201.4171,557.3967,0.008422852,0.03186035,0.032954915113378835
Camera R,16_R,33,1140.2186,523.26105,1140.2534,523.2775,-0.03479004,-0.016479492,0.03849572029106806
Camera R,16_R,34,1080.5175,489.91406,1080.4834,489.84393,0.034057617,0.070129395,0.07796187058947478
Camera R,16_R,35,1022.24774,457.3445,1022.2608,457.40195,-0.013061523,-0.057434082,0.05890057022882474
Camera R,16_R,36,1560.8586,682.4675,1560.7927,682.50946,0.06591797,-0.041931152,0.07812426089890866
Camera R,16_R,37,1492.6077,645.26483,1492.612,645.323,-0.0043945312,-0.058166504,0.0583322730705998
Camera R,16_R,38,1425.8623,608.9325,1425.8245,608.9793,0.037841797,-0.046813965,0.06019592091762216
Camera R,16_R,39,1360.6786,573.47876,1360.6516,573.4997,0.026977539,-0.020935059,0.034147683555293455
Camera R,16_R,40,1297.0739,538.89355,1297.156,538.9259,-0.08215332,-0.032348633,0.08829270685173367
Camera R,16_R,41,1235.0316,505.15234,1234.9832,505.19638,0.048461914,-0.044036865,0.06548131500108745
Camera R,16_R,42,1174.5103,472.22116,1174.4795,472.2542,0.030761719,-0.033050537,0.04515109460104235
Camera R,16_R,43,1115.4513,440.06094,1115.4653,440.0028,-0.014038086,0.058135986,0.059806862174273716
Camera R,16_R,44,1057.7872,408.63165,1057.6954,408.63068,0.091796875,0.0009765625,0.09180206933442203
Camera R,16_R,45,1589.0042,625.5102,1588.9843,625.5214,0.019897461,-0.011230469,0.022848027925929732
Camera R,16_R,46,1521.7522,589.6959,1521.7045,589.7138,0.047729492,-0.0178833,0.05096976428540042
Camera R,16_R,47,1455.9335,554.71466,1456.0093,554.643,-0.075805664,0.07165527,0.10431192125236452
Camera R,16_R,48,1391.6051,520.5685,1391.6633,520.6164,-0.05822754,-0.047912598,0.07540598994406648
Camera R,16_R,49,1328.7888,487.24393,1328.7983,487.27786,-0.009521484,-0.033935547,0.035245992770933425
Camera R,16_R,50,1267.475,454.7156,1267.5046,454.72232,-0.029663086,-0.006713867,0.030413396389533665
Camera R,16_R,51,1207.6294,422.95044,1207.6426,422.8708,-0.013183594,0.07965088,0.08073456294984906
Camera R,16_R,52,1149.2017,391.9116,1149.1924,391.90305,0.009277344,0.008544922,0.012612882180751454
Camera R,16_R,53,1092.1312,361.5619,1092.1559,361.5428,-0.024658203,0.019104004,0.031192786772005078
Camera R,54_R,0,923.1087,425.57767,923.1893,425.58096,-0.080566406,-0.0032958984,0.08063379417186292
Camera R,54_R,1,944.7411,456.02588,944.70294,456.04724,0.038146973,-0.021362305,0.0437211571713086
Camera R,54_R,2,966.8515,487.14093,966.8341,487.16074,0.01739502,-0.019805908,0.02636021062592602
Camera R,54_R,3,989.4592,518.94946,989.45624,518.89825,0.0029907227,0.051208496,0.05129575512837506
Camera R,54_R,4,1012.5851,551.48016,1012.5337,551.4972,0.0513916,-0.017028809,0.05413942217350797
Camera R,54_R,5,1036.2511,584.7637,1036.2628,584.7762,-0.01171875,-0.012512207,0.01714305767228711
Camera R,54_R,6,1060.4806,618.8323,1060.4478,618.8057,0.032836914,0.026550293,0.04222772764279965
Camera R,54_R,7,1085.2972,653.71936,1085.3055,653.713,-0.008300781,0.0063476562,0.010449675077652683
Camera R,54_R,8,1110.7258,689.45917,1110.717,689.4473,0.0087890625,0.01184082,0.014746275641727943
Camera R,54_R,9,887.5888,444.67938,887.559,444.6827,0.029785156,-0.003326416,0.029970328265568273
Camera R,54_R,10,908.9805,475.5464,908.9929,475.53784,-0.012390137,0.008544922,0.01505095271931882
Camera R,54_R,11,930.8464,507.09476,930.759,507.04123,0.087402344,0.053527832,0.10249096787014395
Camera R,54_R,12,953.2054,539.35187,953.24963,539.3455,-0.04425049,0.0063476562,0.0447034501240923
Camera R,54_R,13,976.0781,572.3474,976.0448,572.3711,0.033325195,-0.02368164,0.04088262155620555
Camera R,54_R,14,999.4867,606.1128,999.4771,606.17694,0.0095825195,-0.06414795,0.06485972609823538
Camera R,54_R,15,1023.4542,640.6813,1023.4415,640.64606,0.0126953125,0.035217285,0.0374356532365776
Camera R,54_R,16,1048.0049,676.0873,1048.0106,676.1286,-0.0057373047,-0.0413208,0.041717205590510974
Camera R,54_R,17,1073.1637,712.366,1073.2013,712.40546,-0.037597656,-0.03942871,0.0544812536721219
Camera R,54_R,18,851.5791,464.03732,851.6047,464.07846,-0.02557373,-0.041137695,0.048438885884301223
Camera R,54_R,19,872.7228,495.33316,872.71826,495.36847,0.0045166016,-0.035308838,0.03559654088336131
Camera R,54_R,20,894.3367,527.3255,894.37067,527.3217,-0.033996582,0.0037841797,0.0342065433172485
Camera R,54_R,21,916.43945,560.04254,916.446,560.0512,-0.0065307617,-0.008666992,0.010852078243602766
Camera R,54_R,22,939.05145,593.51465,939.0373,593.4902,0.014160156,0.024475098,0.02827614595922486
Camera R,54_R,23,962.1946,627.77435,962.2308,627.75525,-0.036193848,0.019104004,0.040926245532834415
Camera R,54_R,24,985.892,662.85565,985.8494,662.8373,0.04260254,0.018371582,0.04639494973488802
Camera R,54_R,25,1010.1681,698.79395,1010.1956,698.7793,-0.027526855,0.0146484375,0.03118179746565066
Camera R,54_R,26,1035.0479,735.6253,1035.0176,735.62164,0.030273438,0.0036621094,0.030494131618081358
Camera R,54_R,27,815.06384,483.6602,815.0418,483.63025,0.022033691,0.029937744,0.037171925982055085
Camera R,54_R,28,835.95135,515.3953,836.016,515.39355,-0.06463623,0.0017700195,0.0646604613218184
Camera R,54_R,29,857.3051,547.8427,857.33844,547.82104,-0.033325195,0.02166748,0.03974982204337442
Camera R,54_R,30,879.14355,581.0314,879.1318,581.0489,0.011779785,-0.01751709,0.021109518585733244
Camera R,54_R,31,901.4867,614.9925,901.4628,614.9331,0.023864746,0.059387207,0.06400286294449417
Camera R,54_R,32,924.3561,649.75934,924.3979,649.70435,-0.041809082,0.054992676,0.06908106636320456
Camera R,54_R,33,947.77496,685.3668,947.78314,685.3992,-0.008178711,-0.032348633,0.033366530497448095
Camera R,54_R,34,971.76746,721.851,971.7252,721.8484,0.042236328,0.0026245117,0.042317791474089504
Camera R,54_R,35,996.359,759.2488,996.39264,759.2876,-0.03363037,-0.03881836,0.05136016826753964
Camera R,54_R,36,778.0276,503.55682,778.0598,503.5855,-0.032226562,-0.028686523,0.04314473267383451
Camera R,54_R,37,798.6499,535.7421,798.6076,535.69714,0.042297363,0.04498291,0.06174568119853643
Camera R,54_R,38,819.7347,568.6561,819.6968,568.65936,0.037902832,-0.0032348633,0.03804062323934153
Camera R,54_R,39,841.2999,602.32855,841.2942,602.3121,0.0057373047,0.016479492,0.01744965122388075
Camera R,54_R,40,863.3653,636.7914,863.39734,636.7643,-0.032043457,0.02709961,0.04196631943345941
Camera R,54_R,41,885.9522,672.0786,885.9754,672.04553,-0.02319336,0.033081055,0.04040158534433106
Camera R,54_R,42,909.0835,708.22577,909.1522,708.23,-0.068725586,-0.004211426,0.06885450072118507
Camera R,54_R,43,932.7834,745.2697,932.7572,745.2812,0.026184082,-0.011474609,0.028587983701689544
Camera R,54_R,44,957.0772,783.2478,957.1122,783.26324,-0.034973145,-0.0154418945,0.03823052373585733
Camera R,54_R,45,740.4559,523.73615,740.4567,523.7155,-0.0008544922,0.020629883,0.02064757181258807
Camera R,54_R,46,760.8029,556.3828,760.81354,556.4441,-0.010620117,-0.061279297,0.062192757734085224
Camera R,54_R,47,781.6088,589.77527,781.61334,589.75244,-0.0045166016,0.022827148,0.023269688340457766
Camera R,54_R,48,802.89124,623.9439,802.8873,623.9947,0.00390625,-0.05078125,0.050931268790645697
Camera R,54_R,49,824.6694,658.9214,824.6725,658.92737,-0.003112793,-0.0059814453,0.006742934679553678
Camera R,54_R,50,846.9643,694.7423,846.91016,694.75995,0.054138184,-0.01763916,0.05693929130089713
Camera R,54_R,51,869.7986,731.4429,869.73816,731.4347,0.060424805,0.008178711,0.060975801217546165
Camera R,54_R,52,893.19635,769.06036,893.2249,769.09,-0.028564453,-0.029663086,0.04118041585105513
Camera R,54_R,53,917.1829,807.63257,917.1779,807.60925,0.005004883,0.02331543,0.023846553492687664
Camera R,15_R,0,880.0479,312.40356,880.0094,312.4438,0.038513184,-0.040222168,0.05568741425701352
Camera R,15_R,1,833.7863,351.49994,833.7525,351.52966,0.033813477,-0.029724121,0.045020823760107395
Camera R,15_R,2,786.109,391.76385,786.1236,391.75607,-0.014587402,0.0077819824,0.01653334683458901
Camera R,15_R,3,736.9351,433.2623,736.9683,433.3278,-0.033203125,-0.06549072,0.07342671355714814
Camera R,15_R,4,686.18207,476.0684,686.2364,476.14755,-0.05432129,-0.0791626,0.09600791276294365
Camera R,15_R,5,633.77045,520.2585,633.8523,520.3396,-0.081848145,-0.08111572,0.11523401939207908
Camera R,15_R,6,579.6305,565.90784,579.62286,565.9117,0.0076293945,-0.0038452148,0.008543613878685222
Camera R,15_R,7,523.7099,613.085,523.70264,613.0333,0.0072631836,0.051696777,0.052204507694698
Camera R,15_R,8,465.98233,661.8449,465.91193,661.8034,0.07040405,0.041503906,0.08172701435531243
Camera R,15_R,9,835.0839,276.31723,835.0979,276.32996,-0.013977051,-0.01272583,0.01890250511754863
Camera R,15_R,10,788.7805,314.34848,788.7486,314.37045,0.031921387,-0.021972656,0.0387527102630081
Camera R,15_R,11,741.07635,353.50067,741.08356,353.49725,-0.0072021484,0.0034179688,0.007972041927370945
Camera R,15_R,12,691.8957,393.83594,691.8642,393.80862,0.03149414,0.027313232,0.04168805055454907
Camera R,15_R,13,641.16284,435.42184,641.2114,435.48077,-0.048583984,-0.058929443,0.07637462165141004
Camera R,15_R,14,588.807,478.32886,588.799,478.39557,0.0079956055,-0.066711426,0.06718886839781671
Camera R,15_R,15,534.7681,522.6266,534.7598,522.6141,0.008300781,0.012512207,0.015015268700666448
Camera R,15_R,16,479.00443,568.3785,478.97797,568.3755,0.02645874,0.0029907227,0.02662722961174785
Camera R,15_R,17,421.49966,615.63635,421.4887,615.6138,0.010955811,0.022583008,0.025100239572531047
Camera R,15_R,18,791.30414,241.17451,791.2505,241.1165,0.053649902,0.058013916,0.07901851980999076
Camera R,15_R,19,744.97614,278.1825,744.9564,278.19925,0.019714355,-0.01675415,0.025871941690949925
Camera R,15_R,20,697.26514,316.2687,697.2114,316.2317,0.053710938,0.037017822,0.06523177118872604
Camera R,15_R,21,648.1013,355.49072,648.09906,355.44653,0.0022583008,0.044189453,0.044247120696212165
Camera R,15_R,22,597.41656,395.91095,597.4496,395.8752,-0.03302002,0.035736084,0.04865582584215825
Camera R,15_R,23,545.14874,437.59436,545.21295,437.53275,-0.064208984,0.06161499,0.08898989097673465
Camera R,15_R,24,491.248,480.60498,491.2579,480.5648,-0.009918213,0.04019165,0.041397339383902276
Camera R,15_R,25,435.68262,525.0015,435.654,524.9795,0.028625488,0.022033691,0.036123429188351375
Camera R,15_R,26,378.44574,570.8321,378.44116,570.7993,0.0045776367,0.03277588,0.033094002417447366
Camera R,15_R,27,748.67065,206.95132,748.67334,206.91351,-0.0026855469,0.03781128,0.03790652983437168
Camera R,15_R,28,702.3372,242.97572,702.3175,242.9276,0.019714355,0.04812622,0.05200758531901025
Camera R,15_R,29,654.6417,280.03915,654.64526,279.96323,-0.003540039,0.075927734,0.0760102146022795
Camera R,15_R,30,605.5209,318.19507,605.51434,318.19397,0.0065307617,0.0010986328,0.006622525400766094
Camera R,15_R,31,554.9142,357.50107,554.96747,357.4953,-0.05328369,0.0057678223,0.05359495819164634
Camera R,15_R,32,502.76886,398.01697,502.80173,398.0309,-0.03286743,-0.013946533,0.03570397528339142
Camera R,15_R,33,449.04443,439.80157,449.0786,439.79584,-0.034179688,0.0057373047,0.03465786638953509
Camera R,15_R,34,393.719,482.90887,393.69696,482.9096,0.022033691,-0.0007324219,0.02204586126212432
Camera R,15_R,35,336.79388,527.38336,336.77728,527.38135,0.016601562,0.0020141602,0.01672329867509491
Camera R,15_R,36,707.15375,173.62973,707.1868,173.58163,-0.033081055,0.048095703,0.05837424807503306
Camera R,15_R,37,660.8362,208.7086,660.83704,208.6995,-0.0008544922,0.009109497,0.009149485984061102
Camera R,15_R,38,613.1809,244.79053,613.20135,244.76193,-0.020446777,0.02859497,0.035153137175186304
Camera R,15_R,39,564.13116,281.9251,564.1782,281.9234,-0.047058105,0.0017089844,0.047089127385225485
Camera R,15_R,40,513.63464,320.16562,513.6128,320.18506,0.021850586,-0.019439697,0.029246366194644095
Camera R,15_R,41,461.64728,359.56702,461.63007,359.53967,0.017211914,0.02734375,0.03230991565692157
Camera R,15_R,42,408.13794,400.18323,408.11612,400.20364,0.021820068,-0.02041626,0.029882085704068185
Camera R,15_R,43,353.0932,442.0637,353.1265,442.04285,-0.033294678,0.020843506,0.03928087705163527
Camera R,15_R,44,296.5212,485.2494,296.48013,485.29514,0.04107666,-0.04574585,0.061481499380509674
Camera R,15_R,45,666.7304,141.19655,666.71674,141.28557,0.013671875,-0.089019775,0.09006353633193041
Camera R,15_R,46,620.45215,175.36661,620.4056,175.35954,0.046569824,0.0070648193,0.04710265597622612
Camera R,15_R,47,572.8636,210.50658,572.8886,210.53755,-0.025024414,-0.030975342,0.039820762154994964
Camera R,15_R,48,523.915,246.66263,523.9217,246.64948,-0.006713867,0.013153076,0.01476751249854
Camera R,15_R,49,473.5618,283.8839,473.56363,283.89752,-0.0018310547,-0.01361084,0.01373345268025591
Camera R,15_R,50,421.7684,322.22098,421.72534,322.23026,0.043060303,-0.009277344,0.04404836862622369
Camera R,15_R,51,368.5121,361.72314,368.5205,361.746,-0.008422852,-0.022857666,0.02436015854065336
Camera R,15_R,52,313.78674,402.43555,313.85016,402.4966,-0.06341553,-0.061065674,0.08803718321464434
Camera R,15_R,53,257.60535,444.39563,257.58536,444.42484,0.019989014,-0.029205322,0.03539083943923084
